"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype","ward"
"Khandapada","WS_AP/KHN/2021-22/2171079","CONNECTION_ACTIVATED","WS/KHN/2152026","2021-12-28","2021-12-28","Modify Connection","11"
"Khandapada","WS_AP/KHN/2021-22/2171039","PENDING_FOR_APPROVAL","WS/KHN/2150627","2021-12-27","2021-12-27","Modify Connection","07"
"Bhawanipatna","WS_AP/BWP/2021-22/2170999","INITIATED","WS/BWP/1992777","2021-12-24","2021-12-24","Modify Connection","18"
"Athmallik","WS_AP/ATM/2021-22/2171000","INITIATED","WS/ATM/1823809","2021-12-24","2021-12-24","Modify Connection","07"
"Jharsuguda","WS_AP/JRS/2021-22/2171081","CONNECTION_ACTIVATED","WS/JRS/1660890","2021-12-28","2022-01-04","Ownership Change","01"
"Purushottampur","WS_AP/PRS/2021-22/2173045","INITIATED","WS/PRS/2094181","2022-01-17","2022-01-17","Modify Connection","13"
"Ganjam","WS_AP/GJM/2021-22/2171154","PENDING_FOR_APPROVAL","WS/GJM/1618306","2021-12-28","2021-12-28","Modify Connection","03"
"Cuttack","WS_AP/CTC/2021-22/2171223","PENDING_FOR_APPROVAL","WS/CTC/1960684","2021-12-29","2021-12-29","Modify Connection","01"
"Cuttack","WS_AP/CTC/2021-22/2171300","INITIATED","WS/CTC/1844602","2021-12-29","2021-12-29","Ownership Change","01"
"Cuttack","WS_AP/CTC/2021-22/2171246","INITIATED","WS/CTC/1942403","2021-12-29","2021-12-29","Modify Connection","01"
"Puri","WS_AP/PRI/2021-22/2171384","REJECTED","WS/PRI/1839072","2021-12-29","2022-01-10","Modify Connection","21"
"Aska","WS_AP/ASK/2021-22/2171462","CONNECTION_ACTIVATED","WS/ASK/2020343","2021-12-31","2021-12-31","Modify Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2171375","REJECTED","WS/SMB/1911688","2021-12-29","2021-12-29","Modify Connection","01"
"Aska","WS_AP/ASK/2021-22/2171484","CONNECTION_ACTIVATED","WS/ASK/2035538","2022-01-03","2022-01-03","Modify Connection","02"
"Athagarh","WS_AP/ATH/2021-22/2171468","INITIATED","WS/ATH/2170300","2022-01-01","2022-01-01","Modify Connection","18"
"Aska","WS_AP/ASK/2021-22/2171459","CONNECTION_ACTIVATED","WS/ASK/2033894","2021-12-31","2021-12-31","Modify Connection","06"
"Aska","WS_AP/ASK/2021-22/2171516","CONNECTION_ACTIVATED","WS/ASK/2028891","2022-01-03","2022-01-03","Modify Connection","03"
"Banki","WS_AP/BAN/2021-22/2171493","CONNECTION_ACTIVATED","WS/BAN/1827839","2022-01-03","2022-01-03","Modify Connection","03"
"Aska","WS_AP/ASK/2021-22/2171538","CONNECTION_ACTIVATED","WS/ASK/2028947","2022-01-04","2022-01-04","Modify Connection","06"
"Hindol","WS_AP/HND/2021-22/2171556","INITIATED","WS/HND/2148207","2022-01-04","2022-01-04","Modify Connection","13"
"Cuttack","WS_AP/CTC/2021-22/2171571","INITIATED","WS/CTC/1859009","2022-01-04","2022-01-04","Modify Connection","01"
"Aska","WS_AP/ASK/2021-22/2171581","INITIATED","WS/ASK/2020330","2022-01-04","2022-01-04","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2171677","REJECTED","WS/PRS/2096997","2022-01-06","2022-01-07","Modify Connection","06"
"Aska","WS_AP/ASK/2021-22/2171611","CONNECTION_ACTIVATED","WS/ASK/2020343","2022-01-04","2022-01-04","Modify Connection","01"
"Kamakhyanagar","WS_AP/KMN/2021-22/2171652","CONNECTION_ACTIVATED","WS/KMN/2166099","2022-01-06","2022-01-06","Modify Connection","14"
"Aska","WS_AP/ASK/2021-22/2171692","CONNECTION_ACTIVATED","WS/ASK/2030562","2022-01-06","2022-01-06","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2171703","REJECTED","WS/PRS/2100803","2022-01-06","2022-01-07","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2171704","REJECTED","WS/PRS/2097043","2022-01-06","2022-01-07","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2171706","REJECTED","WS/PRS/2093747","2022-01-06","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171707","REJECTED","WS/PRS/2094535","2022-01-06","2022-01-07","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2171708","REJECTED","WS/PRS/2096103","2022-01-06","2022-01-07","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2171701","REJECTED","WS/PRS/2097011","2022-01-06","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171705","REJECTED","WS/PRS/2098555","2022-01-06","2022-01-07","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2171718","REJECTED","WS/PRS/2094537","2022-01-06","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171721","REJECTED","WS/PRS/2096974","2022-01-06","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171725","REJECTED","WS/PRS/2096901","2022-01-06","2022-01-07","Modify Connection","11"
"Aska","WS_AP/ASK/2021-22/2171734","REJECTED","WS/ASK/2031874","2022-01-06","2022-01-07","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2171749","CONNECTION_ACTIVATED","WS/PRS/2097028","2022-01-07","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171751","CONNECTION_ACTIVATED","WS/PRS/2093767","2022-01-07","2022-01-07","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2171752","CONNECTION_ACTIVATED","WS/PRS/2098509","2022-01-07","2022-01-07","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2171754","CONNECTION_ACTIVATED","WS/PRS/2096139","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171755","CONNECTION_ACTIVATED","WS/PRS/2096159","2022-01-07","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171770","CONNECTION_ACTIVATED","WS/PRS/2096554","2022-01-07","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171776","REJECTED","WS/PRS/2096556","2022-01-07","2022-01-07","Modify Connection","08"
"Cuttack","WS_AP/CTC/2021-22/2171788","CONNECTION_ACTIVATED","WS/CTC/1793920","2022-01-07","2022-01-07","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2171784","CONNECTION_ACTIVATED","WS/PRS/2094527","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171786","CONNECTION_ACTIVATED","WS/PRS/2098041","2022-01-07","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171823","CONNECTION_ACTIVATED","WS/PRS/2096575","2022-01-07","2022-01-07","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2171672","REJECTED","WS/PRS/2096525","2022-01-06","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171671","REJECTED","WS/PRS/2096716","2022-01-06","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171693","REJECTED","WS/PRS/2097002","2022-01-06","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171699","REJECTED","WS/PRS/2097008","2022-01-06","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171716","REJECTED","WS/PRS/2096972","2022-01-06","2022-01-07","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2171713","REJECTED","WS/PRS/2098650","2022-01-06","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171728","INITIATED","WS/PRS/2096990","2022-01-06","2022-01-06","Modify Connection","06"
"Banki","WS_AP/BAN/2021-22/2171729","CONNECTION_ACTIVATED","WS/BAN/1827053","2022-01-06","2022-01-06","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171746","CONNECTION_ACTIVATED","WS/PRS/2096195","2022-01-07","2022-01-07","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2171748","CONNECTION_ACTIVATED","WS/PRS/2097025","2022-01-07","2022-01-07","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2171744","REJECTED","WS/PRS/2096907","2022-01-07","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171759","CONNECTION_ACTIVATED","WS/PRS/2098040","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171761","CONNECTION_ACTIVATED","WS/PRS/2096551","2022-01-07","2022-01-07","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171764","CONNECTION_ACTIVATED","WS/PRS/2096156","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171767","CONNECTION_ACTIVATED","WS/PRS/2093770","2022-01-07","2022-01-07","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2171804","INITIATED","WS/PRS/2094540","2022-01-07","2022-01-07","Modify Connection","05"
"Aska","WS_AP/ASK/2021-22/2171806","CONNECTION_ACTIVATED","WS/ASK/2031874","2022-01-07","2022-01-07","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2171830","CONNECTION_ACTIVATED","WS/PRS/2094168","2022-01-07","2022-01-07","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2171831","CONNECTION_ACTIVATED","WS/PRS/2096577","2022-01-07","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171832","CONNECTION_ACTIVATED","WS/PRS/2093906","2022-01-07","2022-01-07","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2171833","CONNECTION_ACTIVATED","WS/PRS/2098481","2022-01-07","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2171834","CONNECTION_ACTIVATED","WS/PRS/2098594","2022-01-07","2022-01-07","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2171835","CONNECTION_ACTIVATED","WS/PRS/2095690","2022-01-07","2022-01-07","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2171836","CONNECTION_ACTIVATED","WS/PRS/2096533","2022-01-07","2022-01-07","Modify Connection","05"
"Aska","WS_AP/ASK/2021-22/2171846","CONNECTION_ACTIVATED","WS/ASK/2029403","2022-01-07","2022-01-07","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2171838","CONNECTION_ACTIVATED","WS/PRS/2095907","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171789","CONNECTION_ACTIVATED","WS/PRS/2096558","2022-01-07","2022-01-07","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173158","INITIATED","WS/PRS/2095424","2022-01-17","2022-01-17","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2171799","CONNECTION_ACTIVATED","WS/PRS/2093771","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171809","CONNECTION_ACTIVATED","WS/PRS/2098652","2022-01-07","2022-01-07","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2171837","CONNECTION_ACTIVATED","WS/PRS/2098654","2022-01-07","2022-01-07","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2171819","REJECTED","WS/PRS/2096560","2022-01-07","2022-01-07","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174238","CONNECTION_ACTIVATED","WS/PRS/2094624","2022-01-19","2022-01-19","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2171968","PENDING_FOR_APPROVAL","WS/PRS/2096997","2022-01-10","2022-01-10","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2171978","CONNECTION_ACTIVATED","WS/PRS/2100803","2022-01-10","2022-01-10","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2172006","CONNECTION_ACTIVATED","WS/PRS/2096586","2022-01-10","2022-01-10","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172028","INITIATED","WS/PRS/2096206","2022-01-10","2022-01-10","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172024","REJECTED","WS/PRS/2098046","2022-01-10","2022-01-11","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172026","REJECTED","WS/PRS/2096203","2022-01-10","2022-01-11","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2172031","REJECTED","WS/PRS/2096515","2022-01-10","2022-01-11","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172032","REJECTED","WS/PRS/2097018","2022-01-10","2022-01-11","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2171994","INITIATED","WS/PRS/2094535","2022-01-10","2022-01-10","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2171990","REJECTED","WS/PRS/2093747","2022-01-10","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172012","INITIATED","WS/PRS/2096590","2022-01-10","2022-01-10","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172014","INITIATED","WS/PRS/2096590","2022-01-10","2022-01-10","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172025","INITIATED","WS/PRS/2098048","2022-01-10","2022-01-10","Modify Connection","05"
"Aska","WS_AP/ASK/2021-22/2172011","CONNECTION_ACTIVATED","WS/ASK/2020348","2022-01-10","2022-01-10","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2172021","REJECTED","WS/PRS/2096154","2022-01-10","2022-01-11","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2172020","REJECTED","WS/PRS/2096590","2022-01-10","2022-01-11","Modify Connection","09"
"Aska","WS_AP/ASK/2021-22/2172034","INITIATED","WS/ASK/2025175","2022-01-10","2022-01-10","Modify Connection","17"
"Purushottampur","WS_AP/PRS/2021-22/2171963","INITIATED","WS/PRS/2096716","2022-01-10","2022-01-10","Modify Connection","08"
"Kamakhyanagar","WS_AP/KMN/2021-22/2171966","INITIATED","WS/KMN/2164788","2022-01-10","2022-01-10","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172002","PENDING_FOR_APPROVAL","WS/PRS/2098655","2022-01-10","2022-01-10","Modify Connection","09"
"Aska","WS_AP/ASK/2021-22/2172036","CONNECTION_ACTIVATED","WS/ASK/2025175","2022-01-10","2022-01-10","Modify Connection","17"
"Purushottampur","WS_AP/PRS/2021-22/2172030","REJECTED","WS/PRS/2098050","2022-01-10","2022-01-11","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2173049","INITIATED","WS/PRS/2094183","2022-01-17","2022-01-17","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173051","INITIATED","WS/PRS/2094181","2022-01-17","2022-01-17","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2171972","INITIATED","WS/PRS/2097008","2022-01-10","2022-01-10","Modify Connection","07"
"Kamakhyanagar","WS_AP/KMN/2021-22/2171969","INITIATED","WS/KMN/2164788","2022-01-10","2022-01-10","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172041","CONNECTION_ACTIVATED","WS/PRS/2096988","2022-01-11","2022-01-11","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173055","INITIATED","WS/PRS/2094183","2022-01-17","2022-01-17","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2171970","INITIATED","WS/PRS/2097002","2022-01-10","2022-01-10","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171964","CONNECTION_ACTIVATED","WS/PRS/2096525","2022-01-10","2022-01-10","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2171976","CONNECTION_ACTIVATED","WS/PRS/2097043","2022-01-10","2022-01-10","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172054","CONNECTION_ACTIVATED","WS/PRS/2098658","2022-01-11","2022-01-11","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2172057","CONNECTION_ACTIVATED","WS/PRS/2095791","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172046","CONNECTION_ACTIVATED","WS/PRS/2098657","2022-01-11","2022-01-11","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2172052","CONNECTION_ACTIVATED","WS/PRS/2094124","2022-01-11","2022-01-11","Modify Connection","08"
"Puri","WS_AP/PRI/2021-22/2171973","PENDING_FOR_APPROVAL","WS/PRI/1822293","2022-01-10","2022-01-10","Modify Connection","15"
"Purushottampur","WS_AP/PRS/2021-22/2171974","PENDING_FOR_APPROVAL","WS/PRS/2097011","2022-01-10","2022-01-10","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2172069","CONNECTION_ACTIVATED","WS/PRS/2096193","2022-01-11","2022-01-11","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2172066","CONNECTION_ACTIVATED","WS/PRS/2098533","2022-01-11","2022-01-11","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2172068","CONNECTION_ACTIVATED","WS/PRS/2101359","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172073","CONNECTION_ACTIVATED","WS/PRS/2096582","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172059","CONNECTION_ACTIVATED","WS/PRS/2095795","2022-01-11","2022-01-11","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172062","CONNECTION_ACTIVATED","WS/PRS/2094504","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172063","CONNECTION_ACTIVATED","WS/PRS/2100187","2022-01-11","2022-01-11","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2172074","CONNECTION_ACTIVATED","WS/PRS/2097060","2022-01-11","2022-01-11","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172079","CONNECTION_ACTIVATED","WS/PRS/2094519","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172084","CONNECTION_ACTIVATED","WS/PRS/2096262","2022-01-11","2022-01-11","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172095","CONNECTION_ACTIVATED","WS/PRS/2096598","2022-01-11","2022-01-11","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172087","CONNECTION_ACTIVATED","WS/PRS/2098000","2022-01-11","2022-01-11","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172091","CONNECTION_ACTIVATED","WS/PRS/2096596","2022-01-11","2022-01-11","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172108","CONNECTION_ACTIVATED","WS/PRS/2096603","2022-01-11","2022-01-11","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2172104","CONNECTION_ACTIVATED","WS/PRS/2096601","2022-01-11","2022-01-11","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2172121","CONNECTION_ACTIVATED","WS/PRS/2096529","2022-01-11","2022-01-11","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2172134","CONNECTION_ACTIVATED","WS/PRS/2098005","2022-01-11","2022-01-11","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172140","REJECTED","WS/PRS/2095896","2022-01-11","2022-01-11","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172142","REJECTED","WS/PRS/2095899","2022-01-11","2022-01-11","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172208","CONNECTION_ACTIVATED","WS/PRS/2097943","2022-01-12","2022-01-12","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2172044","CONNECTION_ACTIVATED","WS/PRS/2097057","2022-01-11","2022-01-11","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172123","CONNECTION_ACTIVATED","WS/PRS/2097936","2022-01-11","2022-01-11","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172125","CONNECTION_ACTIVATED","WS/PRS/2096217","2022-01-11","2022-01-11","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2172136","REJECTED","WS/PRS/2096697","2022-01-11","2022-01-11","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172043","CONNECTION_ACTIVATED","WS/PRS/2097054","2022-01-11","2022-01-11","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2172151","CONNECTION_ACTIVATED","WS/PRS/2096253","2022-01-11","2022-01-11","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2172215","CONNECTION_ACTIVATED","WS/PRS/2096513","2022-01-12","2022-01-12","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2172217","CONNECTION_ACTIVATED","WS/PRS/2096219","2022-01-12","2022-01-12","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2172220","CONNECTION_ACTIVATED","WS/PRS/2098507","2022-01-12","2022-01-12","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2172222","CONNECTION_ACTIVATED","WS/PRS/2093654","2022-01-12","2022-01-12","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172226","CONNECTION_ACTIVATED","WS/PRS/2094560","2022-01-12","2022-01-12","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2172230","CONNECTION_ACTIVATED","WS/PRS/2094529","2022-01-12","2022-01-12","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2172129","CONNECTION_ACTIVATED","WS/PRS/2098003","2022-01-11","2022-01-11","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172211","CONNECTION_ACTIVATED","WS/PRS/2098506","2022-01-12","2022-01-12","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2172212","CONNECTION_ACTIVATED","WS/PRS/2096416","2022-01-12","2022-01-12","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2172216","CONNECTION_ACTIVATED","WS/PRS/2096317","2022-01-12","2022-01-12","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2172219","CONNECTION_ACTIVATED","WS/PRS/2096236","2022-01-12","2022-01-12","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172224","CONNECTION_ACTIVATED","WS/PRS/2094084","2022-01-12","2022-01-12","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2172209","CONNECTION_ACTIVATED","WS/PRS/2095960","2022-01-12","2022-01-12","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2172233","CONNECTION_ACTIVATED","WS/PRS/2094532","2022-01-12","2022-01-12","Modify Connection","04"
