"ulb","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Udala","2022-01-25","01/2021-22/024649","2022-01-25",1957.00,"BPA Application Fee"
"Bhubaneswar","2022-01-26","01/2021-22/025046","2022-01-26",4684.00,"BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-01-26","01/2021-22/025076","2022-01-26",2855.00,"BPA Application Fee"
"Rourkela","2022-01-27","01/2021-22/025598","2022-01-27",20373.00,"BPA Application Fee"
"Rourkela","2022-01-27","01/2021-22/026713","2022-01-27",15985.00,"BPA Sanction Fee"
"Bhubaneswar","2022-01-28","01/2021-22/027363","2022-01-28",10588.00,"BPA Application Fee"
"Bhubaneswar","2022-01-28","01/2021-22/028207","2022-01-28",1204.00,"BPA Application Fee"
"Sambalpur","2022-01-28","01/2021-22/028209","2022-01-28",2031.00,"BPA Application Fee"
"Bhubaneswar","2022-01-29","01/2021-22/028428","2022-01-29",25760.00,"BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-01-29","01/2021-22/028975","2022-01-29",2938.00,"BPA Application Fee"
"Bhubaneswar","2022-01-29","01/2021-22/029363","2022-01-29",2409.00,"BPA Application Fee"
"Rourkela","2022-01-29","01/2021-22/029365","2022-01-29",2947.00,"BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-01-29","01/2021-22/029367","2022-01-29",3527.00,"BPA Application Fee"
"Berhampur","2022-01-29","01/2021-22/029455","2022-01-29",48548.00,"BPA Sanction Fee"
"Bhubaneswar","2022-01-30","01/2021-22/029843","2022-01-30",5066.00,"BPA Application Fee"
"Sambalpur","2022-01-31","01/2021-22/030532","2022-01-31",3655.00,"BPA Application Fee"
"Bhubaneswar","2022-01-31","01/2021-22/030732","2022-01-31",4996.00,"BPA Application Fee"
"Rourkela","2022-01-31","01/2021-22/030850","2022-01-31",6975.00,"BPA Application Fee"
"Rourkela","2022-02-01","02/2021-22/031035","2022-02-01",72698.00,"BPA Sanction Fee"
"Bhubaneswar","2022-02-01","02/2021-22/031053","2022-02-01",4201.00,"BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-01","02/2021-22/031383","2022-02-01",2390.00,"BPA Application Fee"
"Bhubaneswar","2022-02-01","02/2021-22/031562","2022-02-01",4459.00,"BPA Application Fee"
"Berhampur","2022-02-01","02/2021-22/031926","2022-02-01",66914.00,"BPA Sanction Fee"
"Bhubaneswar","2022-02-01","02/2021-22/031962","2022-02-01",13393.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/032195","2022-02-02",67801.00,"BPA Sanction Fee"
"Rourkela","2022-02-02","02/2021-22/032624","2022-02-02",6741.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/032572","2022-02-02",6078.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/032715","2022-02-02",3493.00,"BPA Application Fee"
"Bhubaneswar","2022-02-02","02/2021-22/032936","2022-02-02",16332.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/032973","2022-02-02",44637.00,"BPA Sanction Fee"
"Rourkela","2022-02-02","02/2021-22/033077","2022-02-02",6067.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/033170","2022-02-02",10497.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/033309","2022-02-02",2524.00,"BPA Application Fee"
"Rourkela","2022-02-02","02/2021-22/033313","2022-02-02",16709.00,"BPA Sanction Fee"
"Bhubaneswar","2022-02-03","02/2021-22/034758","2022-02-03",8229.00,"BPA Application Fee"
"Berhampur","2022-02-03","02/2021-22/034764","2022-02-03",113168.00,"BPA Sanction Fee"
"Bhubaneswar","2022-02-04","02/2021-22/035299","2022-02-04",3876.00,"BPA Application Fee"
"Bhubaneswar","2022-02-04","02/2021-22/035312","2022-02-04",3116.00,"BPA Application Fee"
"Bhubaneswar","2022-02-04","02/2021-22/035336","2022-02-04",1539.00,"BPA Application Fee"
"Bhubaneswar","2022-02-04","02/2021-22/035426","2022-02-04",4077.00,"BPA Application Fee"
"Bhubaneswar","2022-02-04","02/2021-22/036275","2022-02-04",5291.00,"BPA Application Fee"
"Bhubaneswar","2022-02-05","02/2021-22/037032","2022-02-05",1838.00,"BPA Application Fee"
"Bhubaneswar","2022-02-06","02/2021-22/037854","2022-02-06",6393.00,"BPA Application Fee"
"Bhubaneswar","2022-02-07","02/2021-22/039023","2022-02-07",6646.00,"BPA Application Fee"
"Berhampur","2022-02-07","02/2021-22/039011","2022-02-07",27448.00,"BPA Sanction Fee"
