"ulb","ward","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Rourkela","04","2021-12-02","12/2021-22/002905","2021-12-02",705.00,"Property Tax"
"Rourkela",NULL,"2021-11-23","11/2021-22/001958","2021-11-23",1095.00,"Property Tax"
"Rourkela",NULL,"2021-11-15","11/2021-22/001301","2021-11-15",18868.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002076","2021-11-24",4712.00,"Property Tax"
"Rourkela","20","2021-11-03","11/2021-22/000865","2021-11-03",1212.00,"Property Tax"
"Rourkela","32","2021-12-13","12/2021-22/004703","2021-12-13",312.00,"Property Tax"
"Rourkela","32","2021-12-13","12/2021-22/004701","2021-12-13",312.00,"Property Tax"
"Rourkela","32","2021-12-04","12/2021-22/003204","2021-12-04",886.00,"Property Tax"
"Rourkela","04","2021-12-09","12/2021-22/004051","2021-12-09",1890.00,"Property Tax"
"Rourkela","33","2021-12-15","12/2021-22/005309","2021-12-15",306.00,"Property Tax"
"Rourkela","04","2021-11-29","11/2021-22/002499","2021-11-29",8230.00,"Property Tax"
"Rourkela","32","2021-12-21","12/2021-22/006649","2021-12-21",222.00,"Property Tax"
"Rourkela","32","2021-12-21","12/2021-22/006648","2021-12-21",1110.00,"Property Tax"
"Rourkela","19","2021-12-16","12/2021-22/005498","2021-12-16",870.00,"Property Tax"
"Rourkela","32","2021-11-29","11/2021-22/002504","2021-11-29",5018.00,"Property Tax"
"Rourkela",NULL,"2021-12-18","12/2021-22/006038","2021-12-18",4416.00,"Property Tax"
"Rourkela","33","2021-11-17","11/2021-22/001435","2021-11-17",8215.00,"Property Tax"
"Rourkela","04","2021-12-02","12/2021-22/002938","2021-12-02",432.00,"Property Tax"
"Rourkela","32","2021-11-25","11/2021-22/002234","2021-11-25",376.00,"Property Tax"
"Rourkela","33","2021-12-20","12/2021-22/006371","2021-12-20",189.00,"Property Tax"
"Rourkela","33","2021-12-20","12/2021-22/006370","2021-12-20",189.00,"Property Tax"
"Rourkela","22","2021-12-21","12/2021-22/006705","2021-12-21",149.00,"Property Tax"
"Rourkela","01","2021-12-16","12/2021-22/005588","2021-12-16",4641.00,"Property Tax"
"Rourkela",NULL,"2021-12-07","12/2021-22/003592","2021-12-07",1350.00,"Property Tax"
"Rourkela","05","2021-11-22","11/2021-22/001760","2021-11-22",31184.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004464","2021-12-13",8433.00,"Property Tax"
"Rourkela",NULL,"2021-12-04","12/2021-22/003212","2021-12-04",286.00,"Property Tax"
"Rourkela","04","2021-12-07","12/2021-22/003587","2021-12-07",1572.00,"Property Tax"
"Rourkela",NULL,"2021-11-22","11/2021-22/001704","2021-11-22",681.00,"Property Tax"
"Rourkela","32","2021-11-16","11/2021-22/001387","2021-11-16",639.00,"Property Tax"
"Rourkela","29","2021-11-30","11/2021-22/002630","2021-11-30",8077.00,"Property Tax"
"Rourkela","33","2021-12-14","12/2021-22/005078","2021-12-14",210.00,"Property Tax"
"Rourkela","32","2021-12-01","12/2021-22/002741","2021-12-01",1366.00,"Property Tax"
"Rourkela","19","2021-12-16","12/2021-22/005626","2021-12-16",2975.00,"Property Tax"
"Rourkela","28","2021-12-13","12/2021-22/004487","2021-12-13",650.00,"Property Tax"
"Rourkela",NULL,"2021-12-20","12/2021-22/006376","2021-12-20",255.00,"Property Tax"
"Rourkela",NULL,"2021-12-20","12/2021-22/006374","2021-12-20",255.00,"Property Tax"
"Rourkela",NULL,"2021-11-24","11/2021-22/002071","2021-11-24",9624.00,"Property Tax"
"Rourkela","07","2021-12-17","12/2021-22/005893","2021-12-17",345.00,"Property Tax"
"Rourkela","07","2021-12-20","12/2021-22/006287","2021-12-20",564.00,"Property Tax"
"Rourkela","33","2022-01-03","01/2021-22/009146","2022-01-03",614.00,"Property Tax"
"Rourkela",NULL,"2022-01-19","01/2021-22/017144","2022-01-19",10710.00,"Property Tax"
"Rourkela","33","2021-12-15","12/2021-22/005307","2021-12-15",141.00,"Property Tax"
"Rourkela","32","2021-12-02","12/2021-22/003024","2021-12-02",290.00,"Property Tax"
"Rourkela","04","2021-11-30","11/2021-22/002647","2021-11-30",9933.00,"Property Tax"
"Rourkela","04","2021-12-07","12/2021-22/003732","2021-12-07",1297.00,"Property Tax"
"Rourkela",NULL,"2021-12-18","12/2021-22/006037","2021-12-18",227.00,"Property Tax"
"Rourkela",NULL,"2021-12-13","12/2021-22/004477","2021-12-13",1095.00,"Property Tax"
"Rourkela","08","2022-01-19","01/2021-22/017046","2022-01-19",481.00,"Property Tax"
"Rourkela","04","2021-12-15","12/2021-22/005377","2021-12-15",595.00,"Property Tax"
"Rourkela","04","2021-11-24","11/2021-22/002021","2021-11-24",2745.00,"Property Tax"
"Rourkela","15","2021-12-20","12/2021-22/006390","2021-12-20",492.00,"Property Tax"
"Rourkela","04","2021-11-29","11/2021-22/002498","2021-11-29",915.00,"Property Tax"
"Rourkela","05","2021-12-09","12/2021-22/004007","2021-12-09",45900.00,"Property Tax"
"Rourkela","07","2021-12-02","12/2021-22/002902","2021-12-02",9786.00,"Property Tax"
"Rourkela","33","2022-01-07","01/2021-22/010229","2022-01-07",4590.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004618","2021-12-13",31275.00,"Property Tax"
"Rourkela",NULL,"2021-12-03","12/2021-22/003114","2021-12-03",615.00,"Property Tax"
"Rourkela","19","2022-01-03","01/2021-22/009200","2022-01-03",54.00,"Property Tax"
"Rourkela","33","2021-11-06","11/2021-22/000933","2021-11-06",7650.00,"Property Tax"
"Rourkela","32","2021-11-16","11/2021-22/001389","2021-11-16",176.00,"Property Tax"
"Rourkela",NULL,"2021-11-30","11/2021-22/002632","2021-11-30",6197.00,"Property Tax"
"Rourkela","32","2021-12-21","12/2021-22/006647","2021-12-21",319.00,"Property Tax"
"Rourkela",NULL,"2021-12-16","12/2021-22/005573","2021-12-16",4269.00,"Property Tax"
"Rourkela","04","2021-12-14","12/2021-22/004788","2021-12-14",1545.00,"Property Tax"
"Rourkela","28","2021-12-01","12/2021-22/002760","2021-12-01",4298.00,"Property Tax"
"Rourkela","04","2021-11-23","11/2021-22/001956","2021-11-23",1275.00,"Property Tax"
"Rourkela","33","2022-01-06","01/2021-22/009917","2022-01-06",237.00,"Property Tax"
"Rourkela","18","2022-01-03","01/2021-22/009178","2022-01-03",296.00,"Property Tax"
"Rourkela",NULL,"2022-01-07","01/2021-22/010249","2022-01-07",9751.00,"Property Tax"
"Rourkela",NULL,"2021-12-09","12/2021-22/004008","2021-12-09",540.00,"Property Tax"
"Rourkela",NULL,"2021-12-14","12/2021-22/004829","2021-12-14",331.00,"Property Tax"
"Rourkela",NULL,"2021-11-25","11/2021-22/002249","2021-11-25",216.00,"Property Tax"
"Rourkela","04","2021-11-26","11/2021-22/002291","2021-11-26",945.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004469","2021-12-13",2235.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004467","2021-12-13",2235.00,"Property Tax"
"Rourkela",NULL,"2021-12-20","12/2021-22/006381","2021-12-20",1655.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002077","2021-11-24",7269.00,"Property Tax"
"Rourkela","32","2021-12-21","12/2021-22/006657","2021-12-21",312.00,"Property Tax"
"Rourkela",NULL,"2021-12-07","12/2021-22/003664","2021-12-07",22338.00,"Property Tax"
"Rourkela",NULL,"2021-12-14","12/2021-22/004821","2021-12-14",6120.00,"Property Tax"
"Rourkela","33","2022-01-06","01/2021-22/009927","2022-01-06",249.00,"Property Tax"
"Rourkela","33","2021-12-09","12/2021-22/004034","2021-12-09",314.00,"Property Tax"
"Rourkela",NULL,"2021-12-09","12/2021-22/004006","2021-12-09",7650.00,"Property Tax"
"Junagarh",NULL,"2021-12-29","12/2021-22/007885","2021-12-29",10098.00,"Property Tax"
"Rourkela","15","2022-01-06","01/2021-22/009990","2022-01-06",344.00,"Property Tax"
"Rourkela","04","2021-11-23","11/2021-22/001915","2021-11-23",32790.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005711","2021-12-17",334.00,"Property Tax"
"Rourkela","33","2021-11-20","11/2021-22/001639","2021-11-20",1737.00,"Property Tax"
"Rourkela",NULL,"2021-11-16","11/2021-22/001386","2021-11-16",4894.00,"Property Tax"
"Rourkela","07","2021-10-29","10/2021-22/000622","2021-10-29",2295.00,"Property Tax"
"Rourkela","21","2021-12-02","12/2021-22/003029","2021-12-02",4497.00,"Property Tax"
"Rourkela","33","2021-12-02","12/2021-22/003006","2021-12-02",385.00,"Property Tax"
"Rourkela","33","2022-01-15","01/2021-22/013073","2022-01-15",1530.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003053","2021-12-03",4443.00,"Property Tax"
"Rourkela","04","2021-12-07","12/2021-22/003716","2021-12-07",443.00,"Property Tax"
"Rourkela",NULL,"2021-12-20","12/2021-22/006368","2021-12-20",1605.00,"Property Tax"
"Rourkela","28","2021-12-07","12/2021-22/003551","2021-12-07",10299.00,"Property Tax"
"Rourkela","33","2021-12-16","12/2021-22/005470","2021-12-16",758.00,"Property Tax"
"Rourkela","33","2021-12-16","12/2021-22/005469","2021-12-16",758.00,"Property Tax"
"Rourkela",NULL,"2021-12-14","12/2021-22/005102","2021-12-14",252.00,"Property Tax"
"Rourkela","33","2022-01-19","01/2021-22/017021","2022-01-19",661.00,"Property Tax"
"Rourkela",NULL,"2021-12-10","12/2021-22/004350","2021-12-10",4923.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005834","2021-12-17",376.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005713","2021-12-17",196.00,"Property Tax"
"Rourkela","32","2021-12-18","12/2021-22/006116","2021-12-18",284.00,"Property Tax"
"Rourkela",NULL,"2021-12-10","12/2021-22/004348","2021-12-10",4923.00,"Property Tax"
"Rourkela",NULL,"2021-11-24","11/2021-22/002040","2021-11-24",1259.00,"Property Tax"
"Rourkela",NULL,"2021-11-24","11/2021-22/002094","2021-11-24",355.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005833","2021-12-17",300.00,"Property Tax"
"Rourkela","02","2021-12-17","12/2021-22/005739","2021-12-17",277.00,"Property Tax"
"Rourkela","21","2021-12-02","12/2021-22/003031","2021-12-02",77190.00,"Property Tax"
"Baripada","26","2021-12-29","12/2021-22/007739","2021-12-29",5532.00,"Property Tax"
"Rourkela","06","2021-12-09","12/2021-22/004011","2021-12-09",2018.00,"Property Tax"
"Rourkela","08","2021-12-09","12/2021-22/004016","2021-12-09",325.00,"Property Tax"
"Rourkela","01","2021-12-16","12/2021-22/005653","2021-12-16",2857.00,"Property Tax"
"Rourkela","18","2021-10-30","10/2021-22/000741","2021-10-30",14380.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002093","2021-11-24",10610.00,"Property Tax"
"Rourkela","20","2021-12-02","12/2021-22/003032","2021-12-02",3354.00,"Property Tax"
"Rourkela","01","2021-12-16","12/2021-22/005627","2021-12-16",1221.00,"Property Tax"
"Rourkela",NULL,"2021-11-30","11/2021-22/002623","2021-11-30",8282.00,"Property Tax"
"Rourkela","04","2021-11-30","11/2021-22/002629","2021-11-30",8209.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005837","2021-12-17",439.00,"Property Tax"
"Rourkela",NULL,"2021-12-10","12/2021-22/004333","2021-12-10",5007.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005835","2021-12-17",282.00,"Property Tax"
"Junagarh","04","2021-12-18","12/2021-22/006169","2021-12-18",297.00,"Property Tax"
"Rourkela","01","2021-12-13","12/2021-22/004719","2021-12-13",161.00,"Property Tax"
"Rourkela","33","2021-11-20","11/2021-22/001638","2021-11-20",248.00,"Property Tax"
"Rourkela","33","2021-12-04","12/2021-22/003264","2021-12-04",13095.00,"Property Tax"
"Rourkela",NULL,"2021-12-21","12/2021-22/006696","2021-12-21",8092.00,"Property Tax"
"Rourkela","33","2021-11-22","11/2021-22/001705","2021-11-22",5703.00,"Property Tax"
"Rourkela",NULL,"2021-12-21","12/2021-22/006695","2021-12-21",8092.00,"Property Tax"
"Rourkela",NULL,"2021-12-27","12/2021-22/007376","2021-12-27",1650.00,"Property Tax"
"Rourkela",NULL,"2021-12-15","12/2021-22/005339","2021-12-15",464.00,"Property Tax"
"Rourkela",NULL,"2021-12-18","12/2021-22/006114","2021-12-18",479.00,"Property Tax"
"Rourkela","32","2021-11-10","11/2021-22/001153","2021-11-10",543.00,"Property Tax"
"Rourkela",NULL,"2021-10-30","10/2021-22/000723","2021-10-30",735.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005704","2021-12-17",1135.00,"Property Tax"
"Rourkela","28","2021-12-10","12/2021-22/004336","2021-12-10",4921.00,"Property Tax"
"Rourkela",NULL,"2022-01-07","01/2021-22/010239","2022-01-07",10244.00,"Property Tax"
"Rourkela","15","2021-11-24","11/2021-22/002047","2021-11-24",717.00,"Property Tax"
"Rourkela","04","2021-11-24","11/2021-22/002018","2021-11-24",960.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005769","2021-12-17",394.00,"Property Tax"
"Rourkela",NULL,"2021-12-13","12/2021-22/004706","2021-12-13",1206.00,"Property Tax"
"Rourkela","22","2021-11-22","11/2021-22/001763","2021-11-22",39939.00,"Property Tax"
"Rourkela",NULL,"2021-12-13","12/2021-22/004723","2021-12-13",7146.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005771","2021-12-17",456.00,"Property Tax"
"Rourkela","04","2022-01-19","01/2021-22/017150","2022-01-19",1440.00,"Property Tax"
"Rourkela","33","2021-10-03","10/2021-22/000124","2021-10-03",9096.00,"Property Tax"
"Rourkela","33","2021-11-22","11/2021-22/001697","2021-11-22",9180.00,"Property Tax"
"Junagarh","06","2021-12-30","12/2021-22/008096","2021-12-30",780.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005841","2021-12-17",320.00,"Property Tax"
"Rourkela",NULL,"2021-11-25","11/2021-22/002200","2021-11-25",1272.00,"Property Tax"
"Rourkela",NULL,"2021-11-26","11/2021-22/002363","2021-11-26",18000.00,"Property Tax"
"Rourkela","28","2022-01-10","01/2021-22/011231","2022-01-10",7650.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002084","2021-11-24",4825.00,"Property Tax"
"Rourkela",NULL,"2021-11-20","11/2021-22/001625","2021-11-20",8082.00,"Property Tax"
"Rourkela",NULL,"2021-12-02","12/2021-22/002993","2021-12-02",1014.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002082","2021-11-24",4797.00,"Property Tax"
"Rourkela",NULL,"2021-12-08","12/2021-22/003834","2021-12-08",286.00,"Property Tax"
"Junagarh",NULL,"2021-12-17","12/2021-22/005859","2021-12-17",5130.00,"Property Tax"
"Rourkela","33","2021-11-17","11/2021-22/001483","2021-11-17",421.00,"Property Tax"
"Rourkela","04","2021-11-30","11/2021-22/002665","2021-11-30",1056.00,"Property Tax"
"Rourkela","15","2021-11-24","11/2021-22/002055","2021-11-24",835.00,"Property Tax"
"Rourkela",NULL,"2021-11-08","11/2021-22/000999","2021-11-08",4590.00,"Property Tax"
"Rourkela",NULL,"2021-11-17","11/2021-22/001454","2021-11-17",346.00,"Property Tax"
"Junagarh","06","2021-12-17","12/2021-22/005852","2021-12-17",210.00,"Property Tax"
"Junagarh","07","2021-12-14","12/2021-22/004915","2021-12-14",132.00,"Property Tax"
"Junagarh","06","2021-12-17","12/2021-22/005851","2021-12-17",210.00,"Property Tax"
"Rourkela",NULL,"2021-11-20","11/2021-22/001621","2021-11-20",8109.00,"Property Tax"
"Junagarh",NULL,"2022-01-10","01/2021-22/010955","2022-01-10",372.00,"Property Tax"
"Junagarh",NULL,"2021-12-17","12/2021-22/005883","2021-12-17",812.00,"Property Tax"
"Junagarh","06","2021-12-13","12/2021-22/004662","2021-12-13",528.00,"Property Tax"
"Junagarh","06","2021-12-14","12/2021-22/004794","2021-12-14",813.00,"Property Tax"
"Rourkela",NULL,"2021-11-24","11/2021-22/002030","2021-11-24",1680.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005887","2021-12-17",460.00,"Property Tax"
"Junagarh","05","2021-12-23","12/2021-22/006936","2021-12-23",1406.00,"Property Tax"
"Rourkela",NULL,"2021-12-03","12/2021-22/003068","2021-12-03",369.00,"Property Tax"
"Rourkela","28","2021-11-29","11/2021-22/002457","2021-11-29",612.00,"Property Tax"
"Rourkela","28","2021-11-29","11/2021-22/002456","2021-11-29",612.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003102","2021-12-03",480.00,"Property Tax"
"Junagarh",NULL,"2021-12-22","12/2021-22/006775","2021-12-22",220.00,"Property Tax"
"Rourkela","32","2021-11-24","11/2021-22/002120","2021-11-24",958.00,"Property Tax"
"Rourkela",NULL,"2021-10-30","10/2021-22/000747","2021-10-30",5197.00,"Property Tax"
"Rourkela","28","2021-12-01","12/2021-22/002848","2021-12-01",4695.00,"Property Tax"
"Rourkela",NULL,"2021-12-03","12/2021-22/003085","2021-12-03",34029.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003058","2021-12-03",924.00,"Property Tax"
"Rourkela","28","2021-12-13","12/2021-22/004615","2021-12-13",809.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003055","2021-12-03",435.00,"Property Tax"
"Rourkela","28","2021-12-13","12/2021-22/004709","2021-12-13",1094.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003071","2021-12-03",839.00,"Property Tax"
"Rourkela","28","2021-12-13","12/2021-22/004489","2021-12-13",719.00,"Property Tax"
"Rourkela",NULL,"2021-12-18","12/2021-22/006097","2021-12-18",468.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003091","2021-12-03",836.00,"Property Tax"
"Junagarh","06","2021-12-30","12/2021-22/007994","2021-12-30",360.00,"Property Tax"
"Rourkela",NULL,"2021-12-07","12/2021-22/003524","2021-12-07",1195.00,"Property Tax"
"Rourkela","28","2021-12-13","12/2021-22/004659","2021-12-13",318.00,"Property Tax"
"Rourkela","28","2021-11-29","11/2021-22/002451","2021-11-29",676.00,"Property Tax"
"Rourkela","28","2021-12-01","12/2021-22/002818","2021-12-01",4448.00,"Property Tax"
"Rourkela","09","2021-12-20","12/2021-22/006402","2021-12-20",1530.00,"Property Tax"
"Rourkela","28","2022-01-03","01/2021-22/009142","2022-01-03",8151.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003062","2021-12-03",9747.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003100","2021-12-03",775.00,"Property Tax"
"Rourkela",NULL,"2021-12-01","12/2021-22/002727","2021-12-01",6699.00,"Property Tax"
"Rourkela","30","2021-12-18","12/2021-22/005997","2021-12-18",3688.00,"Property Tax"
"Rourkela",NULL,"2021-11-24","11/2021-22/002158","2021-11-24",321.00,"Property Tax"
"Rourkela",NULL,"2022-01-06","01/2021-22/009946","2022-01-06",1530.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005667","2021-12-17",2954.00,"Property Tax"
"Rourkela",NULL,"2022-01-03","01/2021-22/009155","2022-01-03",389.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003078","2021-12-03",600.00,"Property Tax"
"Rourkela","28","2022-01-03","01/2021-22/009144","2022-01-03",2386.00,"Property Tax"
"Junagarh",NULL,"2021-12-22","12/2021-22/006868","2021-12-22",1593.00,"Property Tax"
"Rourkela",NULL,"2021-12-02","12/2021-22/002998","2021-12-02",2230.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003066","2021-12-03",564.00,"Property Tax"
"Rourkela","08","2021-12-08","12/2021-22/003947","2021-12-08",596.00,"Property Tax"
"Rourkela","08","2021-12-08","12/2021-22/003946","2021-12-08",596.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005696","2021-12-17",3536.00,"Property Tax"
"Rourkela","28","2021-11-29","11/2021-22/002448","2021-11-29",572.00,"Property Tax"
"Rourkela","09","2022-01-06","01/2021-22/009900","2022-01-06",93.00,"Property Tax"
"Rourkela","32","2021-11-26","11/2021-22/002319","2021-11-26",4197.00,"Property Tax"
"Rourkela","28","2021-12-07","12/2021-22/003600","2021-12-07",5290.00,"Property Tax"
"Rourkela",NULL,"2021-12-14","12/2021-22/005047","2021-12-14",243.00,"Property Tax"
"Rourkela","04","2022-01-03","01/2021-22/009228","2022-01-03",1130.00,"Property Tax"
"Rourkela","08","2021-12-08","12/2021-22/003836","2021-12-08",6490.00,"Property Tax"
"Rourkela","33","2021-11-17","11/2021-22/001506","2021-11-17",501.00,"Property Tax"
"Rourkela","28","2021-12-18","12/2021-22/006099","2021-12-18",15854.00,"Property Tax"
"Rourkela","01","2021-12-17","12/2021-22/005707","2021-12-17",554.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004474","2021-12-13",1582.00,"Property Tax"
"Rourkela","33","2021-12-02","12/2021-22/003000","2021-12-02",371.00,"Property Tax"
"Rourkela","04","2021-12-13","12/2021-22/004473","2021-12-13",1582.00,"Property Tax"
"Rourkela",NULL,"2021-12-18","12/2021-22/006184","2021-12-18",7053.00,"Property Tax"
"Rourkela",NULL,"2021-11-17","11/2021-22/001475","2021-11-17",458.00,"Property Tax"
"Rourkela","28","2021-12-03","12/2021-22/003089","2021-12-03",606.00,"Property Tax"
"Rourkela","32","2021-11-16","11/2021-22/001390","2021-11-16",8330.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005765","2021-12-17",3064.00,"Property Tax"
"Rourkela",NULL,"2021-12-17","12/2021-22/005746","2021-12-17",3066.00,"Property Tax"
"Rourkela","32","2021-12-04","12/2021-22/003200","2021-12-04",10630.00,"Property Tax"
"Rourkela","01","2021-12-16","12/2021-22/005426","2021-12-16",402.00,"Property Tax"
"Rourkela",NULL,"2021-11-29","11/2021-22/002462","2021-11-29",9305.00,"Property Tax"
"Rourkela","33","2021-12-03","12/2021-22/003126","2021-12-03",7650.00,"Property Tax"
"Rourkela","33","2021-12-03","12/2021-22/003124","2021-12-03",7750.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/008935","2022-01-03",767.00,"Property Tax"
"Rourkela","33","2022-01-07","01/2021-22/010232","2022-01-07",6120.00,"Property Tax"
"Deogarh",NULL,"2021-12-14","12/2021-22/004787","2021-12-14",755.00,"Property Tax"
"Deogarh","06","2021-12-15","12/2021-22/005198","2021-12-15",258.00,"Property Tax"
"Deogarh","06","2021-12-15","12/2021-22/005195","2021-12-15",258.00,"Property Tax"
"Deogarh",NULL,"2021-12-14","12/2021-22/004786","2021-12-14",2265.00,"Property Tax"
"Deogarh","11","2021-12-18","12/2021-22/006066","2021-12-18",1566.00,"Property Tax"
"Deogarh",NULL,"2021-12-20","12/2021-22/006246","2021-12-20",1633.00,"Property Tax"
"Deogarh","05","2021-12-28","12/2021-22/007550","2021-12-28",3533.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006052","2021-12-18",1184.00,"Property Tax"
"Deogarh","05","2021-12-28","12/2021-22/007549","2021-12-28",3533.00,"Property Tax"
"Rourkela","33","2021-11-23","11/2021-22/001828","2021-11-23",8100.00,"Property Tax"
"Deogarh",NULL,"2022-01-01","01/2021-22/008456","2022-01-01",1290.00,"Property Tax"
"Deogarh",NULL,"2022-01-01","01/2021-22/008455","2022-01-01",1290.00,"Property Tax"
"Rourkela",NULL,"2021-10-30","10/2021-22/000748","2021-10-30",468.00,"Property Tax"
"Rourkela","32","2021-11-26","11/2021-22/002318","2021-11-26",3603.00,"Property Tax"
"Deogarh","10","2021-12-18","12/2021-22/006070","2021-12-18",811.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006041","2021-12-18",1584.00,"Property Tax"
"Rourkela","33","2021-11-18","11/2021-22/001529","2021-11-18",6670.00,"Property Tax"
"Deogarh","06","2022-01-04","01/2021-22/009361","2022-01-04",1032.00,"Property Tax"
"Rourkela",NULL,"2021-11-16","11/2021-22/001360","2021-11-16",6594.00,"Property Tax"
"Rourkela","32","2021-10-29","10/2021-22/000625","2021-10-29",489.00,"Property Tax"
"Deogarh","05","2022-01-03","01/2021-22/009179","2022-01-03",1956.00,"Property Tax"
"Rourkela",NULL,"2021-11-03","11/2021-22/000876","2021-11-03",4216.00,"Property Tax"
"Deogarh","05","2022-01-03","01/2021-22/009176","2022-01-03",652.00,"Property Tax"
"Deogarh",NULL,"2021-12-30","12/2021-22/008082","2021-12-30",1021.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/008821","2022-01-03",1516.00,"Property Tax"
"Deogarh",NULL,"2021-12-30","12/2021-22/008080","2021-12-30",2042.00,"Property Tax"
"Deogarh","05","2021-12-17","12/2021-22/005770","2021-12-17",1029.00,"Property Tax"
"Deogarh","05","2021-12-17","12/2021-22/005766","2021-12-17",1029.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/008819","2022-01-03",3032.00,"Property Tax"
"Rourkela","08","2021-12-10","12/2021-22/004167","2021-12-10",8607.00,"Property Tax"
"Deogarh","06","2022-01-06","01/2021-22/009983","2022-01-06",516.00,"Property Tax"
"Rourkela","33","2021-11-25","11/2021-22/002237","2021-11-25",295.00,"Property Tax"
"Deogarh","06","2022-01-06","01/2021-22/009981","2022-01-06",258.00,"Property Tax"
"Rambha",NULL,"2022-01-17","01/2021-22/013875","2022-01-17",98.00,"Property Tax"
"Deogarh",NULL,"2022-01-10","01/2021-22/010829","2022-01-10",1552.00,"Property Tax"
"Deogarh",NULL,"2022-01-10","01/2021-22/010825","2022-01-10",1552.00,"Property Tax"
"Deogarh",NULL,"2021-12-18","12/2021-22/006056","2021-12-18",5180.00,"Property Tax"
"Rambha","02","2022-01-18","01/2021-22/014821","2022-01-18",969.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/009143","2022-01-03",2500.00,"Property Tax"
"Rambha","03","2022-01-17","01/2021-22/013796","2022-01-17",498.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/009147","2022-01-03",3333.00,"Property Tax"
"Deogarh","02","2021-12-30","12/2021-22/007968","2021-12-30",1936.00,"Property Tax"
"Deogarh",NULL,"2022-01-03","01/2021-22/009145","2022-01-03",3333.00,"Property Tax"
"Deogarh","02","2021-12-30","12/2021-22/007967","2021-12-30",1936.00,"Property Tax"
"Deogarh","02","2021-12-30","12/2021-22/007966","2021-12-30",1936.00,"Property Tax"
"Rambha","11","2022-01-15","01/2021-22/013168","2022-01-15",66.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011864","2022-01-12",172.00,"Property Tax"
"Deogarh",NULL,"2022-01-06","01/2021-22/010132","2022-01-06",2487.00,"Property Tax"
"Rambha","01","2022-01-07","01/2021-22/010450","2022-01-07",2394.00,"Property Tax"
"Rambha",NULL,"2022-01-07","01/2021-22/010449","2022-01-07",116.00,"Property Tax"
"Deogarh",NULL,"2022-01-06","01/2021-22/009974","2022-01-06",783.00,"Property Tax"
"Deogarh","01","2021-12-08","12/2021-22/003776","2021-12-08",1296.00,"Property Tax"
"Rambha","03","2022-01-12","01/2021-22/011794","2022-01-12",172.00,"Property Tax"
"Rambha","12","2022-01-11","01/2021-22/011450","2022-01-11",600.00,"Property Tax"
"Rambha",NULL,"2022-01-10","01/2021-22/011040","2022-01-10",230.00,"Property Tax"
"Rambha","12","2022-01-15","01/2021-22/012769","2022-01-15",116.00,"Property Tax"
"Deogarh","07","2022-01-04","01/2021-22/009389","2022-01-04",669.00,"Property Tax"
