"ulb","paidamt","ward","feetype"
"Rourkela","458.00",NULL,"Property Tax"
"Rourkela","485.00",NULL,"Property Tax"
"Rourkela","325.00","33","Property Tax"
"Rourkela","4109.00","01","Property Tax"
"Rourkela","8800.00","28","Property Tax"
"Rourkela","8282.00",NULL,"Property Tax"
"Rourkela","8092.00",NULL,"Property Tax"
"Rourkela","9598.00","33","Property Tax"
"Rourkela","3194.00","18","Property Tax"
"Rourkela","6573.00",NULL,"Property Tax"
"Rourkela","3708.00","33","Property Tax"
"Rourkela","841.00","02","Property Tax"
"Rourkela","159.00",NULL,"Property Tax"
"Rourkela","436.00","29","Property Tax"
"Rourkela","692.00",NULL,"Property Tax"
"Rourkela","691.00","33","Property Tax"
"Rourkela","480.00","33","Property Tax"
"Rourkela","305.00","32","Property Tax"
"Rourkela","20962.00",NULL,"Property Tax"
"Rourkela","515.00","33","Property Tax"
"Rourkela","335.00","33","Property Tax"
"Rourkela","639.00",NULL,"Property Tax"
"Rourkela","385.00","32","Property Tax"
"Rourkela","546.00","14","Property Tax"
"Rourkela","659.00","32","Property Tax"
"Rourkela","3936.00",NULL,"Property Tax"
"Rourkela","307.00",NULL,"Property Tax"
"Rourkela","345.00","07","Property Tax"
"Rourkela","482.00",NULL,"Property Tax"
"Rourkela","4253.00",NULL,"Property Tax"
"Rourkela","2601.00","32","Property Tax"
"Rourkela","487.00","33","Property Tax"
"Rourkela","28089.00",NULL,"Property Tax"
"Rourkela","284.00","32","Property Tax"
"Rourkela","2549.00","04","Property Tax"
"Rourkela","501.00","33","Property Tax"
"Rourkela","3825.00",NULL,"Property Tax"
"Rourkela","2663.00","33","Property Tax"
"Rourkela","524.00","19","Property Tax"
"Rourkela","161.00","01","Property Tax"
"Rourkela","738.00",NULL,"Property Tax"
"Rourkela","6510.00",NULL,"Property Tax"
"Rourkela","3365.00","08","Property Tax"
"Rourkela","918.00","01","Property Tax"
"Rourkela","1086.00","04","Property Tax"
"Rourkela","565.00",NULL,"Property Tax"
"Rourkela","4365.00","28","Property Tax"
"Rourkela","3760.00","15","Property Tax"
"Rourkela","520.00","33","Property Tax"
"Rourkela","492.00","15","Property Tax"
"Rourkela","706.00",NULL,"Property Tax"
"Rourkela","486.00","04","Property Tax"
"Rourkela","209.00","32","Property Tax"
"Rourkela","510.00","33","Property Tax"
"Rourkela","834.00","28","Property Tax"
"Rourkela","20199.00","32","Property Tax"
"Rourkela","4806.00","04","Property Tax"
"Rourkela","858.00",NULL,"Property Tax"
"Rourkela","497.00","02","Property Tax"
"Rourkela","3854.00","33","Property Tax"
"Rourkela","6524.00","32","Property Tax"
"Rourkela","8160.00",NULL,"Property Tax"
"Rourkela","559.00","02","Property Tax"
"Rourkela","46383.00","04","Property Tax"
"Rourkela","571.00",NULL,"Property Tax"
"Rourkela","2078.00","33","Property Tax"
"Rourkela","4590.00",NULL,"Property Tax"
"Rourkela","33428.00","22","Property Tax"
"Rourkela","246.00",NULL,"Property Tax"
"Rourkela","898.00",NULL,"Property Tax"
"Rourkela","5152.00","04","Property Tax"
"Rourkela","369.00","33","Property Tax"
"Rourkela","17243.00",NULL,"Property Tax"
"Rourkela","1530.00",NULL,"Property Tax"
"Rourkela","831.00","04","Property Tax"
"Rourkela","469.00","02","Property Tax"
"Rourkela","789.00","32","Property Tax"
"Rourkela","16830.00","04","Property Tax"
"Rourkela","10299.00","28","Property Tax"
"Rourkela","902.00","01","Property Tax"
"Rourkela","361.00","08","Property Tax"
"Rourkela","5765.00","28","Property Tax"
"Rourkela","221.00","33","Property Tax"
"Rourkela","10433.00",NULL,"Property Tax"
"Rourkela","762.00",NULL,"Property Tax"
"Rourkela","394.00","01","Property Tax"
"Rourkela","2976.00","33","Property Tax"
"Rourkela","110.00","33","Property Tax"
"Rourkela","233.00","32","Property Tax"
"Rourkela","370.00","33","Property Tax"
"Rourkela","972.00","19","Property Tax"
"Rourkela","783.00","30","Property Tax"
"Rourkela","35118.00","15","Property Tax"
"Rourkela","306.00","33","Property Tax"
"Rourkela","578.00","29","Property Tax"
"Rourkela","369.00",NULL,"Property Tax"
"Rourkela","8101.00","28","Property Tax"
"Rourkela","425.00",NULL,"Property Tax"
"Rourkela","505.00","33","Property Tax"
"Rourkela","257.00","28","Property Tax"
"Rourkela","8090.00","33","Property Tax"
"Rourkela","21564.00",NULL,"Property Tax"
"Rourkela","4060.00",NULL,"Property Tax"
"Rourkela","360.00",NULL,"Property Tax"
"Rourkela","15300.00","28","Property Tax"
"Rourkela","291.00",NULL,"Property Tax"
"Rourkela","6357.00","28","Property Tax"
"Rourkela","12240.00","04","Property Tax"
"Rourkela","717.00","33","Property Tax"
"Rourkela","706.00",NULL,"Property Tax"
"Rourkela","394.00",NULL,"Property Tax"
"Rourkela","955.00","18","Property Tax"
"Rourkela","2295.00","09","Property Tax"
"Rourkela","518.00","14","Property Tax"
"Rourkela","43140.00",NULL,"Property Tax"
"Rourkela","636.00","04","Property Tax"
"Rourkela","547.00","09","Property Tax"
"Rourkela","374.00","01","Property Tax"
"Rourkela","1530.00","33","Property Tax"
"Rourkela","15510.00","08","Property Tax"
"Rourkela","569.00",NULL,"Property Tax"
"Rourkela","8526.00","04","Property Tax"
"Rourkela","13050.00","04","Property Tax"
"Rourkela","545.00","33","Property Tax"
"Rourkela","406.00","32","Property Tax"
"Rourkela","1366.00","32","Property Tax"
"Rourkela","3380.00",NULL,"Property Tax"
"Rourkela","2745.00","04","Property Tax"
"Rourkela","1194.00","32","Property Tax"
"Rourkela","1422.00","04","Property Tax"
"Rourkela","702.00",NULL,"Property Tax"
"Rourkela","260.00",NULL,"Property Tax"
"Rourkela","314.00","33","Property Tax"
"Rourkela","6593.00","32","Property Tax"
"Rourkela","1802.00","14","Property Tax"
"Rourkela","471.00","33","Property Tax"
"Rourkela","462.00","32","Property Tax"
"Rourkela","407.00","20","Property Tax"
"Rourkela","9305.00",NULL,"Property Tax"
"Rourkela","3250.00","08","Property Tax"
"Rourkela","19701.00",NULL,"Property Tax"
"Rourkela","453.00",NULL,"Property Tax"
"Rourkela","3502.00","28","Property Tax"
"Rourkela","348.00","33","Property Tax"
"Rourkela","5765.00","33","Property Tax"
"Rourkela","481.00","08","Property Tax"
"Rourkela","320.00","28","Property Tax"
"Rourkela","4966.00",NULL,"Property Tax"
"Rourkela","187.00",NULL,"Property Tax"
"Rourkela","77.00","21","Property Tax"
"Rourkela","940.00","32","Property Tax"
"Rourkela","2414.00","18","Property Tax"
"Rourkela","510.00","32","Property Tax"
"Rourkela","627.00","33","Property Tax"
"Rourkela","67703.00","16","Property Tax"
"Rourkela","389.00","01","Property Tax"
"Rourkela","4876.00",NULL,"Property Tax"
"Rourkela","516.00",NULL,"Property Tax"
"Rourkela","10404.00","32","Property Tax"
"Rourkela","22950.00","04","Property Tax"
"Rourkela","1106.00",NULL,"Property Tax"
"Rourkela","607.00",NULL,"Property Tax"
"Rourkela","306.00","33","Property Tax"
"Rourkela","301.00","33","Property Tax"
"Rourkela","378.00","09","Property Tax"
"Rourkela","2620.00",NULL,"Property Tax"
"Rourkela","477.00",NULL,"Property Tax"
"Rourkela","528.00","28","Property Tax"
"Rourkela","329.00","09","Property Tax"
"Rourkela","2593.00","28","Property Tax"
"Rourkela","1575.00",NULL,"Property Tax"
"Rourkela","575.00","32","Property Tax"
"Rourkela","2205.00","01","Property Tax"
"Rourkela","1095.00",NULL,"Property Tax"
"Rourkela","4695.00","28","Property Tax"
"Rourkela","317.00","07","Property Tax"
"Rourkela","345.00","33","Property Tax"
"Rourkela","596.00","08","Property Tax"
"Rourkela","1184.00","14","Property Tax"
"Rourkela","9672.00","04","Property Tax"
"Rourkela","13089.00","30","Property Tax"
"Rourkela","54.00","19","Property Tax"
"Rourkela","399.00","33","Property Tax"
"Rourkela","528.00","32","Property Tax"
"Rourkela","492.00",NULL,"Property Tax"
"Rourkela","828.00","33","Property Tax"
"Rourkela","4261.00","33","Property Tax"
"Rourkela","163.00","09","Property Tax"
"Rourkela","4641.00","01","Property Tax"
"Rourkela","459.00","33","Property Tax"
"Rourkela","612.00","19","Property Tax"
"Rourkela","1545.00","04","Property Tax"
"Rourkela","219.00",NULL,"Property Tax"
"Rourkela","435.00","33","Property Tax"
"Rourkela","645.00",NULL,"Property Tax"
"Rourkela","504.00","32","Property Tax"
"Rourkela","7269.00","32","Property Tax"
"Rourkela","3395.00",NULL,"Property Tax"
"Rourkela","335.00","33","Property Tax"
"Rourkela","460.00","28","Property Tax"
"Rourkela","1224.00",NULL,"Property Tax"
"Rourkela","239.00","08","Property Tax"
"Rourkela","942.00",NULL,"Property Tax"
"Rourkela","9800.00","04","Property Tax"
"Rourkela","6530.00",NULL,"Property Tax"
"Rourkela","528.00",NULL,"Property Tax"
"Rourkela","391.00","33","Property Tax"
"Rourkela","661.00","21","Property Tax"
"Rourkela","1297.00",NULL,"Property Tax"
"Rourkela","340.00","32","Property Tax"
"Rourkela","5133.00",NULL,"Property Tax"
"Rourkela","8668.00","28","Property Tax"
"Rourkela","479.00","33","Property Tax"
"Rourkela","278.00","02","Property Tax"
"Rourkela","2208.00","04","Property Tax"
"Rourkela","11544.00","14","Property Tax"
"Rourkela","570.00","33","Property Tax"
"Rourkela","331.00",NULL,"Property Tax"
"Rourkela","216.00",NULL,"Property Tax"
"Rourkela","267.00","32","Property Tax"
"Rourkela","925.00","04","Property Tax"
"Rourkela","6444.00","29","Property Tax"
"Rourkela","4836.00","32","Property Tax"
"Rourkela","3724.00",NULL,"Property Tax"
"Rourkela","1530.00",NULL,"Property Tax"
"Rourkela","416.00","33","Property Tax"
"Rourkela","9180.00","32","Property Tax"
"Rourkela","9180.00","33","Property Tax"
"Rourkela","1056.00",NULL,"Property Tax"
"Rourkela","655.00","08","Property Tax"
"Rourkela","288.00",NULL,"Property Tax"
"Rourkela","483.00","19","Property Tax"
"Rourkela","5355.00",NULL,"Property Tax"
"Rourkela","3060.00","09","Property Tax"
"Rourkela","547.00",NULL,"Property Tax"
"Rourkela","582.00","33","Property Tax"
"Rourkela","366.00","33","Property Tax"
"Rourkela","3118.00",NULL,"Property Tax"
"Rourkela","479.00",NULL,"Property Tax"
"Rourkela","342.00","33","Property Tax"
"Rourkela","765.00","15","Property Tax"
"Rourkela","1530.00","33","Property Tax"
"Rourkela","5172.00","33","Property Tax"
"Rourkela","7505.00","32","Property Tax"
"Rourkela","1989.00",NULL,"Property Tax"
"Rourkela","513.00","33","Property Tax"
"Rourkela","588.00","28","Property Tax"
"Rourkela","8976.00",NULL,"Property Tax"
"Rourkela","3871.00","19","Property Tax"
"Rourkela","3060.00","33","Property Tax"
"Rourkela","96290.00",NULL,"Property Tax"
"Rourkela","863.00",NULL,"Property Tax"
"Rourkela","702.00","33","Property Tax"
"Rourkela","6518.00","33","Property Tax"
"Rourkela","126.00",NULL,"Property Tax"
"Rourkela","432.00","33","Property Tax"
"Rourkela","1619.00","04","Property Tax"
"Rourkela","740.00","04","Property Tax"
"Rourkela","29446.00","14","Property Tax"
"Rourkela","2264.00","15","Property Tax"
"Rourkela","2873.00",NULL,"Property Tax"
"Rourkela","11997.00","16","Property Tax"
"Rourkela","130.00","09","Property Tax"
"Rourkela","7650.00",NULL,"Property Tax"
"Rourkela","19890.00","01","Property Tax"
"Rourkela","381.00",NULL,"Property Tax"
"Rourkela","638.00","32","Property Tax"
"Rourkela","450.00",NULL,"Property Tax"
"Rourkela","3702.00",NULL,"Property Tax"
"Rourkela","3060.00",NULL,"Property Tax"
"Rourkela","790.00","29","Property Tax"
"Rourkela","495.00","01","Property Tax"
"Rourkela","293.00",NULL,"Property Tax"
"Rourkela","6505.00","32","Property Tax"
"Rourkela","585.00",NULL,"Property Tax"
"Rourkela","10710.00","29","Property Tax"
"Rourkela","757.00",NULL,"Property Tax"
"Rourkela","380.00",NULL,"Property Tax"
"Rourkela","6657.00","29","Property Tax"
"Rourkela","540.00","33","Property Tax"
"Rourkela","299.00","33","Property Tax"
"Rourkela","449.00",NULL,"Property Tax"
"Rourkela","205.00","32","Property Tax"
"Rourkela","4449.00","01","Property Tax"
"Rourkela","6417.00","32","Property Tax"
"Rourkela","279.00","33","Property Tax"
"Rourkela","2078.00","33","Property Tax"
"Rourkela","2230.00",NULL,"Property Tax"
"Rourkela","249.00","33","Property Tax"
"Rourkela","5915.00","29","Property Tax"
"Rourkela","765.00","16","Property Tax"
"Rourkela","13426.00","33","Property Tax"
"Rourkela","1306.00","04","Property Tax"
"Rourkela","989.00","04","Property Tax"
"Rourkela","146.00",NULL,"Property Tax"
"Rourkela","158.00",NULL,"Property Tax"
"Rourkela","3333.00","08","Property Tax"
"Rourkela","755.00","04","Property Tax"
"Rourkela","10244.00",NULL,"Property Tax"
"Rourkela","31530.00","04","Property Tax"
"Rourkela","216.00","19","Property Tax"
"Rourkela","511.00","30","Property Tax"
"Rourkela","312.00",NULL,"Property Tax"
"Rourkela","410.00",NULL,"Property Tax"
"Rourkela","1689.00","04","Property Tax"
"Rourkela","546.00","14","Property Tax"
"Rourkela","1768.00","02","Property Tax"
"Rourkela","761.00","04","Property Tax"
"Rourkela","948.00","08","Property Tax"
"Rourkela","3060.00","33","Property Tax"
"Rourkela","189.00","33","Property Tax"
"Rourkela","7382.00",NULL,"Property Tax"
"Rourkela","455.00","28","Property Tax"
"Rourkela","363.00","01","Property Tax"
"Rourkela","253.00",NULL,"Property Tax"
"Rourkela","1626.00","14","Property Tax"
"Rourkela","7280.00","33","Property Tax"
"Rourkela","5400.00","32","Property Tax"
"Rourkela","820.00",NULL,"Property Tax"
"Rourkela","210.00","28","Property Tax"
"Rourkela","697.00","33","Property Tax"
"Rourkela","4862.00","09","Property Tax"
"Rourkela","633.00","33","Property Tax"
"Rourkela","1071.00",NULL,"Property Tax"
"Rourkela","412.00","01","Property Tax"
"Rourkela","834.00","04","Property Tax"
"Rourkela","915.00",NULL,"Property Tax"
"Rourkela","1005.00","16","Property Tax"
"Rourkela","4590.00",NULL,"Property Tax"
"Rourkela","361.00",NULL,"Property Tax"
"Rourkela","350.00",NULL,"Property Tax"
"Rourkela","5151.00","33","Property Tax"
"Rourkela","342.00","02","Property Tax"
"Rourkela","212.00","02","Property Tax"
"Rourkela","6274.00",NULL,"Property Tax"
"Rourkela","435.00","28","Property Tax"
"Rourkela","815.00","04","Property Tax"
"Rourkela","422.00",NULL,"Property Tax"
"Rourkela","275.00",NULL,"Property Tax"
"Rourkela","445.00","33","Property Tax"
"Rourkela","549.00",NULL,"Property Tax"
"Rourkela","352.00","29","Property Tax"
"Rourkela","522.00",NULL,"Property Tax"
"Rourkela","601.00",NULL,"Property Tax"
"Rourkela","297.00","18","Property Tax"
"Rourkela","14380.00","18","Property Tax"
"Rourkela","1737.00","33","Property Tax"
"Rourkela","16147.00","04","Property Tax"
"Rourkela","1836.00","33","Property Tax"
"Rourkela","12810.00","04","Property Tax"
"Rourkela","7650.00",NULL,"Property Tax"
"Rourkela","353.00","33","Property Tax"
"Rourkela","9570.00","08","Property Tax"
"Rourkela","440.00",NULL,"Property Tax"
"Rourkela","303.00","33","Property Tax"
"Rourkela","3864.00","19","Property Tax"
"Rourkela","835.00","29","Property Tax"
"Rourkela","4957.00","08","Property Tax"
"Rourkela","312.00","32","Property Tax"
"Rourkela","449.00",NULL,"Property Tax"
"Rourkela","1056.00","21","Property Tax"
"Rourkela","254.00","33","Property Tax"
"Rourkela","77190.00","21","Property Tax"
"Rourkela","595.00","04","Property Tax"
"Rourkela","2379.00","18","Property Tax"
"Rourkela","4269.00",NULL,"Property Tax"
"Rourkela","445.00",NULL,"Property Tax"
"Rourkela","689.00","04","Property Tax"
"Rourkela","883.00",NULL,"Property Tax"
"Rourkela","4298.00","28","Property Tax"
"Rourkela","7998.00","09","Property Tax"
"Rourkela","3060.00",NULL,"Property Tax"
"Rourkela","39015.00","16","Property Tax"
"Rourkela","8034.00",NULL,"Property Tax"
"Rourkela","540.00","08","Property Tax"
"Rourkela","243.00",NULL,"Property Tax"
"Rourkela","14191.00",NULL,"Property Tax"
"Rourkela","123.00","32","Property Tax"
"Rourkela","574.00",NULL,"Property Tax"
"Rourkela","4923.00",NULL,"Property Tax"
"Rourkela","353.00","32","Property Tax"
"Rourkela","7994.00","29","Property Tax"
"Rourkela","8215.00","08","Property Tax"
"Rourkela","1572.00","04","Property Tax"
"Rourkela","201917.00","16","Property Tax"
"Rourkela","149.00",NULL,"Property Tax"
"Rourkela","158.00",NULL,"Property Tax"
"Rourkela","2046.00","18","Property Tax"
"Rourkela","1068.00","19","Property Tax"
"Rourkela","330.00","33","Property Tax"
"Rourkela","443.00",NULL,"Property Tax"
"Rourkela","596.00","08","Property Tax"
"Rourkela","239.00","29","Property Tax"
"Rourkela","19820.00","21","Property Tax"
"Rourkela","2675.00","15","Property Tax"
"Rourkela","392.00","28","Property Tax"
"Rourkela","6800.00","32","Property Tax"
"Rourkela","440.00","04","Property Tax"
"Rourkela","276.00","32","Property Tax"
"Rourkela","8190.00","19","Property Tax"
"Rourkela","768.00",NULL,"Property Tax"
"Rourkela","880.00",NULL,"Property Tax"
"Rourkela","1195.00",NULL,"Property Tax"
"Rourkela","38870.00","17","Property Tax"
"Rourkela","2594.00","18","Property Tax"
"Rourkela","14720.00",NULL,"Property Tax"
"Rourkela","464.00",NULL,"Property Tax"
"Rourkela","11514.00","18","Property Tax"
"Rourkela","3825.00","33","Property Tax"
"Rourkela","14720.00",NULL,"Property Tax"
"Rourkela","2226.00","04","Property Tax"
"Rourkela","480.00","28","Property Tax"
"Rourkela","9701.00","33","Property Tax"
"Rourkela","6524.00",NULL,"Property Tax"
"Rourkela","468.00",NULL,"Property Tax"
"Rourkela","569.00","29","Property Tax"
"Rourkela","258.00","33","Property Tax"
"Rourkela","1206.00",NULL,"Property Tax"
"Rourkela","1596.00","04","Property Tax"
"Rourkela","450.00","32","Property Tax"
"Rourkela","572.00","32","Property Tax"
"Rourkela","498.00","09","Property Tax"
"Rourkela","6120.00","33","Property Tax"
"Rourkela","11240.00",NULL,"Property Tax"
"Rourkela","117.00","15","Property Tax"
"Rourkela","1243.00","32","Property Tax"
"Rourkela","473.00",NULL,"Property Tax"
"Rourkela","9155.00","04","Property Tax"
"Rourkela","1377.00","04","Property Tax"
"Rourkela","155.00","15","Property Tax"
"Rourkela","958.00","32","Property Tax"
"Rourkela","2990.00","14","Property Tax"
"Rourkela","650.00","04","Property Tax"
"Rourkela","582.00",NULL,"Property Tax"
"Rourkela","13005.00",NULL,"Property Tax"
"Rourkela","710.00","14","Property Tax"
"Rourkela","2018.00","06","Property Tax"
"Rourkela","58140.00",NULL,"Property Tax"
"Rourkela","275.00",NULL,"Property Tax"
"Rourkela","1291.00","04","Property Tax"
"Rourkela","9662.00","33","Property Tax"
"Rourkela","111.00","33","Property Tax"
"Rourkela","372.00",NULL,"Property Tax"
"Rourkela","305.00","18","Property Tax"
"Rourkela","9933.00","04","Property Tax"
"Rourkela","540.00",NULL,"Property Tax"
"Rourkela","705.00",NULL,"Property Tax"
"Rourkela","953.00",NULL,"Property Tax"
"Rourkela","1102.00","02","Property Tax"
"Rourkela","1095.00",NULL,"Property Tax"
"Rourkela","1224.00",NULL,"Property Tax"
"Rourkela","4260.00",NULL,"Property Tax"
"Rourkela","282.00","33","Property Tax"
"Rourkela","399.00","28","Property Tax"
"Rourkela","705.00",NULL,"Property Tax"
"Rourkela","1239.00","04","Property Tax"
"Rourkela","257.00","33","Property Tax"
"Rourkela","25044.00","09","Property Tax"
"Rourkela","1343.00",NULL,"Property Tax"
"Rourkela","6555.00","33","Property Tax"
"Rourkela","168.00","02","Property Tax"
"Rourkela","336.00",NULL,"Property Tax"
"Rourkela","2976.00",NULL,"Property Tax"
"Rourkela","258.00",NULL,"Property Tax"
"Rourkela","3825.00","32","Property Tax"
"Rourkela","1090.00","09","Property Tax"
"Rourkela","606.00","19","Property Tax"
"Rourkela","1836.00",NULL,"Property Tax"
"Rourkela","6546.00","33","Property Tax"
"Rourkela","26520.00",NULL,"Property Tax"
"Rourkela","4122.00",NULL,"Property Tax"
"Rourkela","3438.00","08","Property Tax"
"Rourkela","486.00","29","Property Tax"
"Rourkela","447.00","32","Property Tax"
"Rourkela","11247.00",NULL,"Property Tax"
"Rourkela","14975.00",NULL,"Property Tax"
"Rourkela","255.00",NULL,"Property Tax"
"Rourkela","2015.00",NULL,"Property Tax"
"Rourkela","5589.00","17","Property Tax"
"Rourkela","268.00","02","Property Tax"
"Rourkela","488.00",NULL,"Property Tax"
"Rourkela","179.00","32","Property Tax"
"Rourkela","299.00","32","Property Tax"
"Rourkela","432.00",NULL,"Property Tax"
"Rourkela","270.00","01","Property Tax"
"Rourkela","93.00","09","Property Tax"
"Rourkela","277.00","02","Property Tax"
"Rourkela","468.00","05","Property Tax"
"Rourkela","305.00",NULL,"Property Tax"
"Rourkela","209.00","33","Property Tax"
"Rourkela","358.00",NULL,"Property Tax"
"Rourkela","7315.00",NULL,"Property Tax"
"Rourkela","486.00","33","Property Tax"
"Rourkela","442.00","02","Property Tax"
"Rourkela","3525.00",NULL,"Property Tax"
"Rourkela","15300.00","15","Property Tax"
"Rourkela","19338.00",NULL,"Property Tax"
"Rourkela","15519.00","08","Property Tax"
"Rourkela","606.00","28","Property Tax"
"Rourkela","1088.00",NULL,"Property Tax"
"Rourkela","511.00",NULL,"Property Tax"
"Rourkela","1900.00","16","Property Tax"
"Rourkela","26647.00","14","Property Tax"
"Rourkela","1291.00","14","Property Tax"
"Rourkela","503.00","28","Property Tax"
"Rourkela","1425.00","30","Property Tax"
"Rourkela","7650.00","08","Property Tax"
"Rourkela","395.00",NULL,"Property Tax"
"Rourkela","202.00","32","Property Tax"
"Rourkela","5430.00","32","Property Tax"
"Rourkela","10710.00","08","Property Tax"
"Rourkela","275.00",NULL,"Property Tax"
"Rourkela","537.00","19","Property Tax"
"Rourkela","8395.00","33","Property Tax"
"Rourkela","363.00","33","Property Tax"
"Rourkela","299.00","33","Property Tax"
"Rourkela","408.00","21","Property Tax"
"Rourkela","38796.00",NULL,"Property Tax"
"Rourkela","8800.00","32","Property Tax"
"Rourkela","6588.00",NULL,"Property Tax"
"Rourkela","1371.00",NULL,"Property Tax"
"Rourkela","599.00",NULL,"Property Tax"
"Rourkela","479.00",NULL,"Property Tax"
"Rourkela","426.00","29","Property Tax"
"Rourkela","929.00","04","Property Tax"
"Rourkela","150.00","08","Property Tax"
"Rourkela","468.00","09","Property Tax"
"Rourkela","380.00","32","Property Tax"
"Rourkela","5765.00",NULL,"Property Tax"
"Rourkela","486.00","04","Property Tax"
"Rourkela","6664.00","33","Property Tax"
"Rourkela","5079.00","08","Property Tax"
"Rourkela","449.00","32","Property Tax"
"Rourkela","4952.00","32","Property Tax"
"Rourkela","280.00","33","Property Tax"
"Rourkela","2219.00",NULL,"Property Tax"
"Rourkela","779.00","32","Property Tax"
"Rourkela","692.00",NULL,"Property Tax"
"Rourkela","1456.00","33","Property Tax"
"Rourkela","14382.00","21","Property Tax"
"Rourkela","687.00",NULL,"Property Tax"
"Rourkela","4201.00",NULL,"Property Tax"
"Rourkela","7650.00","32","Property Tax"
"Rourkela","850.00","28","Property Tax"
"Rourkela","338.00",NULL,"Property Tax"
"Rourkela","4068.00","02","Property Tax"
"Rourkela","231.00",NULL,"Property Tax"
"Rourkela","633.00","04","Property Tax"
"Rourkela","712.00",NULL,"Property Tax"
"Rourkela","4984.00","32","Property Tax"
"Rourkela","6404.00",NULL,"Property Tax"
"Rourkela","495.00","01","Property Tax"
"Rourkela","366.00","19","Property Tax"
"Rourkela","9180.00",NULL,"Property Tax"
"Rourkela","24042.00","16","Property Tax"
"Rourkela","415.00","33","Property Tax"
"Rourkela","4393.00","33","Property Tax"
"Rourkela","480.00",NULL,"Property Tax"
"Rourkela","810.00","32","Property Tax"
"Rourkela","4986.00","04","Property Tax"
"Rourkela","442.00",NULL,"Property Tax"
"Rourkela","564.00","07","Property Tax"
"Rourkela","952.00",NULL,"Property Tax"
"Rourkela","436.00","33","Property Tax"
"Rourkela","815.00","29","Property Tax"
"Rourkela","1396.00","04","Property Tax"
"Rourkela","831.00",NULL,"Property Tax"
"Rourkela","6479.00","09","Property Tax"
"Rourkela","3825.00","09","Property Tax"
"Rourkela","6120.00",NULL,"Property Tax"
"Rourkela","3843.00",NULL,"Property Tax"
"Rourkela","5191.00","33","Property Tax"
"Rourkela","315.00",NULL,"Property Tax"
"Rourkela","455.00","33","Property Tax"
"Rourkela","4269.00","04","Property Tax"
"Rourkela","4265.00",NULL,"Property Tax"
"Rourkela","8215.00","33","Property Tax"
"Rourkela","729.00",NULL,"Property Tax"
"Rourkela","540.00",NULL,"Property Tax"
"Rourkela","585.00","04","Property Tax"
"Rourkela","6726.00",NULL,"Property Tax"
"Rourkela","22950.00","33","Property Tax"
"Rourkela","456.00","33","Property Tax"
"Rourkela","916.00",NULL,"Property Tax"
"Rourkela","376.00","32","Property Tax"
"Rourkela","4825.00","32","Property Tax"
"Rourkela","1182.00","09","Property Tax"
"Rourkela","357.00","32","Property Tax"
"Rourkela","7053.00",NULL,"Property Tax"
"Rourkela","415.00","01","Property Tax"
"Rourkela","381.00","33","Property Tax"
"Rourkela","1694.00","04","Property Tax"
"Rourkela","421.00","33","Property Tax"
"Rourkela","555.00","33","Property Tax"
"Rourkela","445.00",NULL,"Property Tax"
"Rourkela","644.00","04","Property Tax"
"Rourkela","8088.00","30","Property Tax"
"Rourkela","6653.00","32","Property Tax"
"Rourkela","3060.00","16","Property Tax"
"Rourkela","558.00","33","Property Tax"
"Rourkela","3495.00",NULL,"Property Tax"
"Rourkela","8432.00",NULL,"Property Tax"
"Rourkela","282.00","28","Property Tax"
"Rourkela","11302.00","04","Property Tax"
"Rourkela","4874.00","32","Property Tax"
"Rourkela","290.00","33","Property Tax"
"Rourkela","342.00","28","Property Tax"
"Rourkela","34574.00","32","Property Tax"
"Rourkela","543.00","32","Property Tax"
"Rourkela","264.00","09","Property Tax"
"Rourkela","991.00","04","Property Tax"
"Rourkela","1605.00",NULL,"Property Tax"
"Rourkela","300.00",NULL,"Property Tax"
"Rourkela","442.00","33","Property Tax"
"Rourkela","1913.00","04","Property Tax"
"Rourkela","377.00","01","Property Tax"
"Rourkela","487.00","33","Property Tax"
"Rourkela","166.00","15","Property Tax"
"Rourkela","648.00","32","Property Tax"
"Rourkela","16186.00","04","Property Tax"
"Rourkela","369.00",NULL,"Property Tax"
"Rourkela","5578.00",NULL,"Property Tax"
"Rourkela","7998.00","30","Property Tax"
"Rourkela","8820.00","32","Property Tax"
"Rourkela","8000.00","18","Property Tax"
"Rourkela","47172.00","16","Property Tax"
"Rourkela","346.00","33","Property Tax"
"Rourkela","639.00","32","Property Tax"
"Rourkela","1767.00",NULL,"Property Tax"
"Rourkela","7965.00",NULL,"Property Tax"
"Rourkela","375.00","33","Property Tax"
"Rourkela","710.00",NULL,"Property Tax"
"Rourkela","1680.00",NULL,"Property Tax"
"Rourkela","1018.00",NULL,"Property Tax"
"Rourkela","2631.00","09","Property Tax"
"Rourkela","1720.00",NULL,"Property Tax"
"Rourkela","8209.00","04","Property Tax"
"Rourkela","3060.00",NULL,"Property Tax"
"Rourkela","5154.00",NULL,"Property Tax"
"Rourkela","456.00",NULL,"Property Tax"
"Rourkela","4884.00","28","Property Tax"
"Rourkela","886.00","32","Property Tax"
"Rourkela","200330.00","16","Property Tax"
"Rourkela","1632.00","04","Property Tax"
"Rourkela","19194.00","04","Property Tax"
"Rourkela","5007.00",NULL,"Property Tax"
"Rourkela","4590.00","33","Property Tax"
"Rourkela","4889.00",NULL,"Property Tax"
"Rourkela","243.00",NULL,"Property Tax"
"Rourkela","538.00","01","Property Tax"
"Rourkela","997.00","04","Property Tax"
