"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype","ward"
"Aska","WS_AP/ASK/2021-22/2170117","CONNECTION_ACTIVATED","WS/ASK/2170037","2021-12-10","2021-12-14","New Connection","01"
"Aska","WS_AP/ASK/2021-22/2170118","CONNECTION_ACTIVATED","WS/ASK/2170038","2021-12-10","2021-12-14","New Connection","01"
"Aska","WS_AP/ASK/2021-22/2170121","CONNECTION_ACTIVATED","WS/ASK/2170040","2021-12-10","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170115","CONNECTION_ACTIVATED","WS/ASK/2170118","2021-12-10","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170119","CONNECTION_ACTIVATED","WS/ASK/2170119","2021-12-10","2021-12-14","New Connection","02"
"Puri","WS_AP/PRI/2021-22/2170122","PENDING_FOR_PAYMENT",NULL,"2021-12-11","2021-12-11","New Connection","29"
"Sambalpur","WS_AP/SMB/2021-22/2170123","INITIATED",NULL,"2021-12-11","2021-12-11","New Connection","24"
"Aska","WS_AP/ASK/2021-22/2170130","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-13","2021-12-13","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170086","CONNECTION_ACTIVATED","WS/ASK/2170015","2021-12-10","2021-12-14","New Connection","06"
"Aska","WS_AP/ASK/2021-22/2170126","CONNECTION_ACTIVATED","WS/ASK/2170042","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170127","CONNECTION_ACTIVATED","WS/ASK/2170043","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170128","CONNECTION_ACTIVATED","WS/ASK/2170044","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170129","CONNECTION_ACTIVATED","WS/ASK/2170045","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170131","CONNECTION_ACTIVATED","WS/ASK/2170046","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170133","CONNECTION_ACTIVATED","WS/ASK/2170048","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170125","CONNECTION_ACTIVATED","WS/ASK/2170041","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170132","CONNECTION_ACTIVATED","WS/ASK/2170047","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170134","CONNECTION_ACTIVATED","WS/ASK/2170049","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170135","CONNECTION_ACTIVATED","WS/ASK/2170050","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170145","CONNECTION_ACTIVATED","WS/ASK/2170058","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170136","CONNECTION_ACTIVATED","WS/ASK/2170120","2021-12-13","2021-12-14","New Connection","16"
"Buguda","WS_AP/BGD/2021-22/2171590","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-04","2022-01-12","New Connection","04"
"Kodala","WS_AP/KDL/2021-22/2171592","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-24","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170141","CONNECTION_ACTIVATED","WS/ASK/2170055","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170142","CONNECTION_ACTIVATED","WS/ASK/2170056","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170144","CONNECTION_ACTIVATED","WS/ASK/2170057","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170147","CONNECTION_ACTIVATED","WS/ASK/2170059","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170143","CONNECTION_ACTIVATED","WS/ASK/2170121","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170146","CONNECTION_ACTIVATED","WS/ASK/2170122","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170150","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-13","2021-12-13","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170148","CONNECTION_ACTIVATED","WS/ASK/2170060","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170154","CONNECTION_ACTIVATED","WS/ASK/2170065","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170155","CONNECTION_ACTIVATED","WS/ASK/2170066","2021-12-13","2021-12-14","New Connection","16"
"Buguda","WS_AP/BGD/2021-22/2171594","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-04","2022-01-12","New Connection","02"
"Kodala","WS_AP/KDL/2021-22/2171591","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-24","New Connection","10"
"Kodala","WS_AP/KDL/2021-22/2171593","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-24","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170158","CONNECTION_ACTIVATED","WS/ASK/2170067","2021-12-13","2021-12-14","New Connection","10"
"Aska","WS_AP/ASK/2021-22/2170161","CONNECTION_ACTIVATED","WS/ASK/2170069","2021-12-13","2021-12-14","New Connection","10"
"Aska","WS_AP/ASK/2021-22/2170162","CONNECTION_ACTIVATED","WS/ASK/2170070","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170163","CONNECTION_ACTIVATED","WS/ASK/2170071","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170164","CONNECTION_ACTIVATED","WS/ASK/2170072","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170156","CONNECTION_ACTIVATED","WS/ASK/2170123","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170157","CONNECTION_ACTIVATED","WS/ASK/2170124","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170160","CONNECTION_ACTIVATED","WS/ASK/2170125","2021-12-13","2021-12-14","New Connection","10"
"Aska","WS_AP/ASK/2021-22/2170165","CONNECTION_ACTIVATED","WS/ASK/2170073","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170166","CONNECTION_ACTIVATED","WS/ASK/2170074","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170167","CONNECTION_ACTIVATED","WS/ASK/2170075","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170168","CONNECTION_ACTIVATED","WS/ASK/2170076","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170169","CONNECTION_ACTIVATED","WS/ASK/2170077","2021-12-13","2021-12-14","New Connection","12"
"Jagatsinghpur","WS_AP/JGT/2021-22/2171614","INITIATED",NULL,"2022-01-04","2022-01-04","New Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2170470","CONNECTION_ACTIVATED","WS/PRS/2170624","2021-12-18","2022-01-08","New Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2170596","CONNECTION_ACTIVATED","WS/PRS/2170769","2021-12-20","2022-01-14","New Connection","02"
"Rourkela","WS_AP/RRK/2021-22/2171615","CONNECTION_ACTIVATED","WS/RRK/2170833","2022-01-04","2022-01-15","New Connection","24"
"Aska","WS_AP/ASK/2021-22/2170174","CONNECTION_ACTIVATED","WS/ASK/2170082","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170175","CONNECTION_ACTIVATED","WS/ASK/2170083","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170176","CONNECTION_ACTIVATED","WS/ASK/2170084","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170178","CONNECTION_ACTIVATED","WS/ASK/2170085","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170182","CONNECTION_ACTIVATED","WS/ASK/2170088","2021-12-13","2021-12-14","New Connection","17"
"Aska","WS_AP/ASK/2021-22/2170177","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170180","CONNECTION_ACTIVATED","WS/ASK/2170126","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170179","CONNECTION_ACTIVATED","WS/ASK/2170086","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170181","CONNECTION_ACTIVATED","WS/ASK/2170087","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170183","CONNECTION_ACTIVATED","WS/ASK/2170089","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170184","CONNECTION_ACTIVATED","WS/ASK/2170090","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170185","CONNECTION_ACTIVATED","WS/ASK/2170091","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170186","CONNECTION_ACTIVATED","WS/ASK/2170092","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170187","CONNECTION_ACTIVATED","WS/ASK/2170093","2021-12-13","2021-12-14","New Connection","02"
"Aska","WS_AP/ASK/2021-22/2170188","CONNECTION_ACTIVATED","WS/ASK/2170094","2021-12-13","2021-12-14","New Connection","02"
"Aska","WS_AP/ASK/2021-22/2170193","CONNECTION_ACTIVATED","WS/ASK/2170096","2021-12-13","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170194","CONNECTION_ACTIVATED","WS/ASK/2170097","2021-12-13","2021-12-14","New Connection","17"
"Aska","WS_AP/ASK/2021-22/2170195","CONNECTION_ACTIVATED","WS/ASK/2170098","2021-12-13","2021-12-14","New Connection","03"
"Aska","WS_AP/ASK/2021-22/2170196","CONNECTION_ACTIVATED","WS/ASK/2170099","2021-12-13","2021-12-14","New Connection","03"
"Aska","WS_AP/ASK/2021-22/2170197","CONNECTION_ACTIVATED","WS/ASK/2170100","2021-12-13","2021-12-14","New Connection","03"
"Aska","WS_AP/ASK/2021-22/2170198","CONNECTION_ACTIVATED","WS/ASK/2170101","2021-12-13","2021-12-14","New Connection","01"
"Aska","WS_AP/ASK/2021-22/2170191","CONNECTION_ACTIVATED","WS/ASK/2170127","2021-12-13","2021-12-14","New Connection","11"
"Aska","WS_AP/ASK/2021-22/2170200","CONNECTION_ACTIVATED","WS/ASK/2170130","2021-12-13","2021-12-14","New Connection","13"
"Puri","WS_AP/PRI/2021-22/2171648","INITIATED",NULL,"2022-01-05","2022-01-05","New Connection","08"
"Aska","WS_AP/ASK/2021-22/2170205","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170060","CONNECTION_ACTIVATED","WS/ASK/2169992","2021-12-10","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170074","CONNECTION_ACTIVATED","WS/ASK/2169997","2021-12-10","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170202","CONNECTION_ACTIVATED","WS/ASK/2170104","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170204","CONNECTION_ACTIVATED","WS/ASK/2170105","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170206","CONNECTION_ACTIVATED","WS/ASK/2170106","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170207","CONNECTION_ACTIVATED","WS/ASK/2170107","2021-12-13","2021-12-14","New Connection","11"
"Aska","WS_AP/ASK/2021-22/2170203","CONNECTION_ACTIVATED","WS/ASK/2170128","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170153","CONNECTION_ACTIVATED","WS/ASK/2170064","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170170","CONNECTION_ACTIVATED","WS/ASK/2170078","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170171","CONNECTION_ACTIVATED","WS/ASK/2170079","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170172","CONNECTION_ACTIVATED","WS/ASK/2170080","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170173","CONNECTION_ACTIVATED","WS/ASK/2170081","2021-12-13","2021-12-14","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170063","CONNECTION_ACTIVATED","WS/ASK/2169994","2021-12-10","2021-12-14","New Connection","08"
"Cuttack","WS_AP/CTC/2021-22/2170214","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-14","2021-12-14","New Connection","01"
"Rourkela","WS_AP/RRK/2021-22/2170213","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-14","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170081","CONNECTION_ACTIVATED","WS/ASK/2170003","2021-12-10","2021-12-14","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2170199","CONNECTION_ACTIVATED","WS/ASK/2170102","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170201","CONNECTION_ACTIVATED","WS/ASK/2170103","2021-12-13","2021-12-14","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170208","CONNECTION_ACTIVATED","WS/ASK/2170108","2021-12-13","2021-12-14","New Connection","11"
"Rourkela","WS_AP/RRK/2021-22/2170215","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-14","2021-12-14","New Connection","13"
"Rourkela","WS_AP/RRK/2021-22/2170216","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-14","2021-12-14","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2170120","CONNECTION_ACTIVATED","WS/ASK/2170039","2021-12-10","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170137","CONNECTION_ACTIVATED","WS/ASK/2170051","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170138","CONNECTION_ACTIVATED","WS/ASK/2170052","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170139","CONNECTION_ACTIVATED","WS/ASK/2170053","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170098","CONNECTION_ACTIVATED","WS/ASK/2170115","2021-12-10","2021-12-14","New Connection","14"
"Aska","WS_AP/ASK/2021-22/2170106","CONNECTION_ACTIVATED","WS/ASK/2170117","2021-12-10","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170140","CONNECTION_ACTIVATED","WS/ASK/2170054","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170149","CONNECTION_ACTIVATED","WS/ASK/2170061","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170151","CONNECTION_ACTIVATED","WS/ASK/2170062","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170152","CONNECTION_ACTIVATED","WS/ASK/2170063","2021-12-13","2021-12-14","New Connection","16"
"Aska","WS_AP/ASK/2021-22/2170159","CONNECTION_ACTIVATED","WS/ASK/2170068","2021-12-13","2021-12-14","New Connection","10"
"Aska","WS_AP/ASK/2021-22/2170190","CONNECTION_ACTIVATED","WS/ASK/2170095","2021-12-13","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170072","CONNECTION_ACTIVATED","WS/ASK/2170110","2021-12-10","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170077","CONNECTION_ACTIVATED","WS/ASK/2170111","2021-12-10","2021-12-14","New Connection","04"
"Aska","WS_AP/ASK/2021-22/2170083","CONNECTION_ACTIVATED","WS/ASK/2170112","2021-12-10","2021-12-14","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2170084","CONNECTION_ACTIVATED","WS/ASK/2170113","2021-12-10","2021-12-14","New Connection","05"
"Rourkela","WS_AP/RRK/2021-22/2170220","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-15","2021-12-15","New Connection","24"
"Buguda","WS_AP/BGD/2021-22/2170217","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2021-12-15","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170224","CONNECTION_ACTIVATED","WS/ASK/2170513","2021-12-15","2022-01-01","New Connection","04"
"Buguda","WS_AP/BGD/2021-22/2170219","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-12","New Connection","12"
"Buguda","WS_AP/BGD/2021-22/2170221","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-12","New Connection","12"
"Buguda","WS_AP/BGD/2021-22/2170222","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-12","New Connection","12"
"Buguda","WS_AP/BGD/2021-22/2170223","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-12","New Connection","12"
"Buguda","WS_AP/BGD/2021-22/2170218","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2022-01-28","New Connection","12"
"Aska","WS_AP/ASK/2021-22/2170228","CONNECTION_ACTIVATED","WS/ASK/2170496","2021-12-15","2022-01-01","New Connection","11"
"Aska","WS_AP/ASK/2021-22/2170232","CONNECTION_ACTIVATED","WS/ASK/2170503","2021-12-15","2022-01-01","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170230","CONNECTION_ACTIVATED","WS/ASK/2170512","2021-12-15","2022-01-01","New Connection","13"
"Aska","WS_AP/ASK/2021-22/2170227","CONNECTION_ACTIVATED","WS/ASK/2170515","2021-12-15","2022-01-01","New Connection","12"
"Buguda","WS_AP/BGD/2021-22/2170231","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-12","New Connection","12"
